Product,Title,Price,Link
motherboard,"Placa-Mãe MSI B550M Pro-VDH WiFi, AMD AM4, mATX",799.99,https://www.kabum.com.br/produto/114338/placa-mae-msi-b550m-pro-vdh-wifi-amd-am4-matx
